Text_SubjectiveLit,Text_Anxiety,Text_Numeracy,Text_TrustPhys
"i think i can understand basic health information. its easier if its written on paper in detsil , definitions of all, of what my health condition is so that its best to undertand","i honestly cant really explain it, its just something i feel. I am a heavy person so i guess it makes me nervous to hear about my weight and what could happen if I don't lose it. That's about the only reason why i get nervous",going to the doctor and having test done on whta my health is. After i go to the doctor I get mailed my physical exam and in that I can what they tested and to see if anything is wrong or if everything is ok,I trust my physician because shes always been honest as your doctor should be. She would explain anything that i don't understand or let me know what shes concerned about regarding my health.
I am of right sound and mind to answer questions pertaining to myself. I do not have a problem answering questions when it comes to myself.,"Finding out something could possibly be wrong with me that I brushed off. If I don't think there's a problem, I don't mention it. ",Finding out I needed a mammogram sooner than 40 years old because of a family history with breast cancer. ,Sometimes she will give quick fixes to a problem instead of finding a long-term answer or resolution.
"I may be 74 years old, but so far, my mental capacity is excellent. Of course, it's easy to find out more information nowadays if one needs to do so simply by using the Internet. ","Not much actually since my health is pretty good for my age. Only the fact that I'm 74 now and some of my friends are ""dropping like flies,"" makes me wonder when my time will come. But so far, knock wood, I'm doing great! ","Once when I was having lunch with a friend, she started to choke and couldn't breathe. I did the Heimlich maneuver on her and the food shot out of her throat so fast, it flew across the room. She was fine. ","My doctor takes time to talk to me about things going on in life (even politics) and not just my physical condition. Also she follows up with emails about how I'm doing and once when I was sure I had a bladder infection, all I did was email her and she prescribed what I needed. She explains treatments well and asks questions to make sure I understand. "
"I have a difficult time understanding medical terminology because it is so complicated and scientific. I often times need someone to verbally explain to me what a specific term or symptom means. Most of the time I feel lost and that I do not understand the cause of my symptoms or that I am just clueless why the health issue is occurring. When a doctor tries to explain it to me, I lose focus quickly because they are speaking too fast and talking about medical issues I am not educated about.",I am very anxious when I am waiting to see the doctor because I am always afraid that my insurance coverage won't be valid and that I will have to pay my medical bill out of my pocket. I get anxious with the thought of getting a disease or infection while sitting in the doctors office.,I remember I tried explaining to my friend Bill that he was having symptoms of a heart attack and that he should go to the doctor. He had chest pain and shortness of breath. He did not listen to me and ended up dying from a hearth attack the next day.,I do not always have trust in my doctor because they always try to prescribe me medications for every problem that I have. I think that if they took the time to listen to me and understand my symptoms then I would achieve more of my therapeutic goals rather than having to try new medications every few weeks. 
my wife helps do this since she is registered advocate. i her registered advocate as well. we are both in our late 60 so we help either all the time. ,when i go the doctors office the past i was over weight diabetic for about ayear and i would get an earful everytime. this last appoint was months later and my conditions had changed dramatically. i had unknowinly dropped 20 pounds in 9 weeks with a1c 10 dropping 10 points as  well. the doctor stopped his lecturing ,i dont understand any of this stuff so now i have to respond to what i dont know. what kind of survery does thats. i only know my health has gotten better in the man months and i feel better as well. so how do i respond to statistics that mean nothing to me,i have to trust them becuace they are looking out for my welfare. when dont follow instructions they why would i go see them.sometimes i think they dont understand the problem i have and i might second guess thier reasoning behind what they say
"I think I have a very good capacity to obtain, process and understand basic health information and services needed to make appropriate health decisions.  I generally take time to read through medical information that is provided and ask any questions I might have to my doctor or nurse to fully understand the material.","I don't usually feel upset or worried when visiting my doctor's office.  The last time I had blood work done I was a little nervous to get the results of the tests back, but they made me feel at ease and told me ways to improve my numbers and things I could do to better my health overall. ","My dad was having ""bad indigestion"" one day and he told me the symptoms he had had the night before.  I told him in sounded a little like a heart attack.  He was checked out and it was not a heart attack, but it did have similar symptoms.","I just had my doctor leave the practice I go to and I've started seeing a new PA.  She is very nice, but we are still getting to know each other and figure out communication.  My PA was very nice and straight forward the last night I met with her and listens to my questions."
I'm not a good game but it in a good game but if you can do meet you at work get my theme song you can do it in a few you about the pantry working on you,I'm not going to be in the middle of nowhere and sexy and sexy and I can get a few minutes to the night long you can do that perm,I'm not going oute you at work the pantry working the pantry and sexy you at work you can meet up cutie I can put the cards and we are the rest to you guuj you about all,If you can do that perm or smoke the what's you can do that perm or the night long you about go to you later to you earlier I can meet you at i
"I believe I have the capacity to understand some of the basics about health care.  The doctors and nurses do not take enough time, though to fully answer questions.  I feel like I'm on an assembly line when I go to the docs\ter.",My biggest fear is that of being told that I have an incurable disease or only have a few months to live.  I think my fear is that my mother died when I was young and my father was very sick as I was growing up.,We were hiking in the backwoods and my friend slipped and cut her hand.  She needed stitches and we were to far out to get help in  time.  I used my sewing kit to sew up her wound.,I never completely trust anyone.  I think that all doctors are purely in it for the money first and patient well being a distant second.  
"I feel i have a high capacity to understand and process information that's been given to me. I feel this way because i consider myself intelligent.  In addition , or maybe it goes hand and hand, i do my research on any topic i have questions on. I will never blindly take the advice or recommendations of Doctors/Nurses without also doing my own due diligence. ","The only thing that i usually dislike is getting my blood pressure taken. Not only have the PA's taken incorrect readings on many occasions, but , because i had hypertension in the past (since resolved) i still fear getting a high reading. Usually my heart rate elevates a bit while i'm getting it done. ","After i was diagnosed with Type II diabetes (three years ago) i got little to no help from my Dr. So, i took to the net and learned everything i could about it. One thing i learned is that i can deduct the fiber count from the carb count and that will be my total net carb intake.   When i was at my Dr's office and mentioned this, she did not seem to know about it or was surprised that i knew about. ","It isn't so much that i distrust my Dr. the individual, but rather i distrust the system. The system seems to have been bogged down and become nothing but a business. I was diagnosed with diabetes and a couple of other conditions three years ago and my Dr's wasn't willing to discuss much with me other than wanting to throw pills at me. I refused the pills and wanted to talk about diet, exercise, carb intake, etc.  The Dr. said she couldn't discuss this and referred me to a nutritionist that wanted $1200 up front. A Dr. should know (and probably does) the very basic starting points for diabetes care.  So, this is one big reason why i don't trust the system too much. It seems there is no persol or individual care given; just a Dr. reading from a playsheet on which pill to give for which condition. She spent zero time educating me about diabetes other than a useless pamphlet. Everything i learned i did on my own. So, in summary, i don't have too much faith in the medical profession at times because they seem more geared towards business, profit and blanket treatments then taking the individual case and doing what's best for THEM. "
"I'm quite able to ask questions that I might have about my medical needs and understand what is explained.  If there is any other questions that I have, I don't hesitate to ask.  Also when I get have time, I research online the information that I was given and if there is another option, I bring that up with my doctor.","I'm not sure what makes me anxious when I go to the doctor, maybe it's the possibility of having to do more tests.","When my brother in law was in hospice, I was able to use my previous experience from other family members.  Able to explain to her how to change his dressings and how to change his position often to prevent bed sores.","Alot of my anxiety of fully trusting doctors boils down to when my grandfather was sick.  The doctors were not able to identify the source of his fever until I mentioned that after googling his symptoms that lymphoma has all the same symptoms.  Only then, they finally tested and were able to diagnose him 24 hours before he passed away."
I have no problems understanding medical or health information and don't need help.  I am perfectly capable of figuring things out on my own.,I absolutely hate going to the doctor.  I hate the way the office smells and have since I was a child.,I have been fortunate enough not to have any health issues in my life.  I have experience working for an insurance company that processes health claims.,I like to think that most doctors know what they are doing and try to help patients and do what is right for them in their lives.
I feel I have full compability to make all appropriate health decisions  I have no problems with filling out forms or obtaining health information,What worries me the most about visiting the doctor is when I go in for something that i am not sure about what is going on,I really can't think of issue that demonstrated my knowledge of health or medical issues. I haven't had any serious health issues,I have been going to my primary care dotor now for 17 years.  I feel that he has my best interest at heart.
"I don't have any trouble understanding materials that are given to me regarding healthcare, but I don't always read everything. I'll read the parts I think are most important. Face-to-face communication with any healthcare provider is difficult because they are usually in a hurry. If I have questions I know I'll want to ask, I'll write them down ahead of time, but there's not time during appointments to discuss anything.","I'm sometimes a little anxious about being physically examined by someone I don't know well. I'm sometimes a little worried that there might be something seriously wrong. And crowded waiting rooms and long wait times are stressful, so I don't look forward to that.","I hurt my wrist and had to decide whether or not to make an appointment with my doctor or go to the emergency room at a hospital. I called my doctor and described my symptoms. They asked me about the location, appearance, and other details, and I chose to make an appointment rather than go to a hospital.","I don't see the doctor frequently enough for them to know me or my health, so it'd be difficult for them to be particularly insightful. They are usually behind and seem very rushed. They don't really examine me or ask questions. They'll look at the part pertinent to the complaint that prompted the visit and prescribe the treatment I would have guessed I needed before I went in."
I have the ability to understand basic health information because I understand how my body works and I understand the language they use.  I understand even better when I am given reading material.,Why not feel anxious?  I might have some sort of disease and I don't like anyone touching me period.  I hate going to the hospital it's a depressing place to be.,When I went to my doctor in a different town he told me I had an under active thyroid and that made it harder for me to lose weight.  That gave me the knowledge that of have today to know what affects my efforts at weightloss.,I don't trust my doctor completely because she sort of rushes the appointment.  She doesn't really do whats best for me because she should be testing my thyroid on a regular basis.
i dont have any problems understanding anything about that. when they tell me i understand what they are talking about ,nothing makes me feel that way im always happy and not worried about anything a all everything gos good for mme thanks,i use the internet to find stuff out about medical issues i hear about and i find out about alot of stuff,i trust her she is nice i knew her for a long time i love going to her she is a good person she is really kind 
"I am a retired health professional.  I keep up to date with health information. If I do not understand the information that a physician or other health professional provides, I question them until I understand.",I am most anxious when I am awaiting the results of medical tests or final results of medical procedures or surgery.,"I was informed that I was pre diabetic.  I reduced my intake of sweets. Iincreased my intake of whole grains, vegetables and increased my exercise to lower my blood glucose.",It has taken me several years to develop positive relationships with all my physicians.  If a doctor does not meet my needs I look for someone who is a better fit.
"I have full capacity to obtain, process and understand basic health information and services needed to make appropriate health decisions as long as the doctor answers all my questions that I ask once given an answer.","The thing that causes me to feel most anxious or worried when visiting the doctor is not knowing what is wrong before I arrive and the price of a new medication she my prescribe. Medicines prices are so high that sometimes I can not afford to get them, so I have to ask my doctor to prescribe a lower price one so I can get it.","My brother in law was told his liver was not functioning properly, kidneys were bear functioning, he had 2.7 pints of blood in his body, and blood pressure was low. I knew with the liver and kidneys not working it would be a down hill battle, because they have to work properly for him to live. He lived 35 day. ","I trust my doctor because she is smart, caring, takes time to hear and listen to my issues. She genuinely cares for me."
"I feel pretty educated on my health conditions and feel confident in my doctors.  However, there are times when I still don't feel I have all the information I need to make health decisions.  Often, doctors are unable to ""dumb down"" language to the point where a lay person could understand.  Additionally, I feel that my time with doctors is limited.  I rarely feel that I have had as much time as I wanted.  Insurance forms are also very difficult to understand.  I almost feel like I need to have a lawyer look over everything!  Often the receptionists do not seem educated in health language.","At the doctors, I feel most worried if when I do not feel listened too.  I have faith in my doctors to monitor my symptoms and take appropriate treatment.  However, when I feel that they are rushed or thinking about other things - it makes me feel uneasy.  Sometimes, I think that doctors are overworked and take on too many patients.  Their offices are revolving doors.  I wonder if all needs are being met or if they are rushing through one patient to get to the next.  Additionally, I wonder what they would perscribe or treat if they did not have to worry about insurance.","Once, I was prescribed an antibiotic.  I informed the doctor I was allergic to penicillin.  After reviewing the prescription, I got it filled.  The pharmacy I visit has my health information on file.  After turning it in, I was called to the front and informed the medicine was in the same family as penicillin.  I had no idea what that meant.  The pharmacist explained that I was probably allergic to it.  I was so mad! I had told the doctor what I was allergic to! If the pharmacist hadnÃ¢ÂÂt warned me, I could have been in big trouble. So mad!","I feel that my primary care physician is concerned with my best interest.  However, it is difficult to totally trust them knowing the lobbying they receive from pharma companies.  I often wonder if I really need the medicine they prescribe or if they are receiving a kickback for it.  On the other hand, my PCP spends a lot of time answering my questions and explaining treatment options.  I do not feel pushed to take medicine I am uncomfortable with.  All in all, I trust my doctor and am not considering switching. I just wish the healthcare system overall was more transparent!"
"I feel that I have the complete capacity and mental clarity to make my own appropriate health decisions, I do not need help from anyone",I do not like the possibility of being told that there could potentially be something wrong it me. That stresses me out a whole hell of a lpt,"Honestly, it was when my brother sliced his leg open and I knew to find the arteries and put pressure on them so he didn't bleed out","He is a family friend but I personally do not like his bedside manner. He is a good doctors but he can be cold and brusque, which I do not like"
"I feel that I have a very easy time obtaining, processing and understanding basic health information as well as the services that I have completed.  I work within the health industry so that helps me to feel more confident.  I also research my conditions and the services I receives prior to my appointment.","I get anxious about what I want to discuss.  The things that I typically want to discuss are sensitive subjects including anxiety and depression.  Additionally, I have a tragic history with healthcare outcomes, and I'm often forced to bring it up when discussing my healthcare history.  This makes me anxious, because I don't want to cry or feel depressed in front of the doctor.  I also get anxious about getting new medications or getting blood draws.  I dislike anything painful, and I get nervous when I am about to get test results.","My grandpa was diagnosed with cancer, and because of my education and the research I have done on my own, I was able to give him research-based information.  I helped him with nutrition-related recommendations, since that is where my education focuses.  With my help, he was able to maximize his intake and maintain a good weight.  He ultimately survived longer than was expected.","I trust my primary care physician, because she always takes the time to listen to my concerns and my symptoms.  She's willing to take extra time to make sure she understands what my issues are, and she offers different solutions to the problem.  She ultimately allows me to make the final call on what I want to do.  Once I decide, she explains the treatment in depth and makes sure I have a good understanding prior to me leaving her office."
i feel like i'm able to ask questions but oftentimes i don't know what questions i need to be asking. it's hard to know where to start if you know nothing at all to begin with. sometimes doctors seem to assume you know more than you know. ,i worry that they are going to have bad news for me. i also worry that they are simply judging me. i also worry that things will arise that cost a lot of money. ,i felt this way when i was working as writer for an SEO office. we had many medical clients that i had to write for. i did a lot of research and became very knowledgable in many areas. ,i don't usually trust doctors because they just make me feel uncomfortable. sometimes i feel like they don't listen to me at all. i also oftentimes feel like i am being judged by them. 
"I'm very confident that I can obtain, process, and understand everything due to the fact that I am going into the health care field ",Anticipation of bad news makes me feel anxious or worried even when there is absolutely nothing to worry about,MY experience simply include instances where I was tested on my knowledge of health care and medical issues,I trust my Primary because we hve been going to him for years as a family and he cares for each of us as if we are his own family. I feel I can talk to him about most anything.
"I'm not in the medical profession, so I can honestly say that I do need to have some medical information explained to me. I do believe that I'm capable of looking up information about a treatment, diagnosis or medication. I do ask a lot of questions to people providing medical care to make sure I fully understand what is happening and how the treatment options affect me persolly.","I don't know. Nothing really. If I have a concern that I think something is really bad, I would probably be nervous. If I had no idea what was going on with my health.","I guess when I was talking to my husband about diabetes. My father has it, so I was able to tell him about my dad's condition with an above basic level of understanding.",I tend to trust my physical because he feels like he is knowledgeable. He also doesn't seem like someone who rushes through patients. He takes the time to answer any questions I might have. He seems to care.
"I will do more research and ask the questions next time when I visit them.  Therefore, I will be fully understand. ",Worried because just in case doctor told me something bad about my health condition.,"After the Christmas party in 2012, I had a severe flu that took a couple of weeks to heal. All of the symptoms of flue went away but the cough stayed for more than a month, my whole body was sore from coughing.  Only until I realized myself that the new blood pressure medication I was taking could be an ace inhibitor, of which I was educated by my younger sister who is a nurse.  I called the doctor's office to clarify, and it was then, doctor replaced my medication with Losartan Potassium and the coughing went away immediately.","I trust my primary care physician, because she remember all my health history, and she is very good. "
I feel that I understand what I need to in order to make appropriate health decisions. I always ask questions if I need explanation ,The thing that makes the feel the most anxious about visiting the doctor's office is finding more problems with my health ,A family member being diagnosed with diabetes and a family history of health problems has made me more aware of medical issues ,My doctor is the doctor to all of my family members and we have all have had good experiences with him
"I have the general capacity to do so. But there are mitigating factors. I have issues with anxiety and I sometimes feel too anxious to ask questions I need to ask or to bring up topics I need to discuss. On the other side, medical professionals are often rushed and sometimes distracted. So sometimes I don't have time or opportunity to discuss the issues I'd like to discuss. Also, occasionally, I have been clear and direct in my conversation and had the medical professional sort of blow right past the issue.",I don't like having people i don't know well touching me. I also have a small fear that the visit will result in the knowledge that I have a large medical problem.,"After my mother had hip surgery, I was able to identify that her wound was infected because of previous knowledge that I had. It encouraged her to see her doctor.","My PCP does his best, I think. But he is often rushed and is getting older. I trust him less than I used to. That said, I have absolute trust in the NP in his office."
I feel confident in making appropriate health decisions for myself because prior to being educated by a doctor I most of the time to self educating or research and I feel that helps in better understanding information given to me by a physician. ,What makes me most worried is hearing possible bad news or them discovering the unexpected; otherwise most Dr visits have been pleasant and comforting. ,Being diagnosed with diabetes. Mine was never out of control but prior to being officially diagnosed I was pre diabetic and I had some of the symptoms including obesity and slightly elevated fasting glucose readings which indicated it. ,"I trust my physician because since the first time I met her, she's been very welcoming and always willing to listen to my needs and concerns with nonnegative judgment but with respect and understanding. She respectfully and professionally gives me advice with options and helps me to understand prior to make it decisions. "
I feel I have the ability process and understand basic health information and services by using the internet. Right now I have insurance so I can obtain information my provider has a free phone number to call to ask medical questions.,I worry about not making the appointment on time. I have to take the bus and make at least one transfer so there is a question of missing the appointment.,I took calcium and vitamin d to increase my bone density. Then I had my bone density tested and my doctor recommended I take calcium and vitamin d.,I trust my primary care doctor. I have had good experiences with her so far. On the other hand I have only seen her a couple of times.
"I am fully capable of understanding most health related information. I have nothing to prevent me from visiting a medical center if I decide that I need medical attention. I am also fully capable to decide what is the best health decision for me, regardless of what medical advice is given to me by the hospital staff.","First, how long am I going to wait. I know doctors have little regard for their patients time as I tend to wait 30 minutes to two hours for them to arrive. If I am  sitting in a doctor's office, I have a health issue, so of course I'm worried that it could be serious.",I rarely seek medical advice from doctors. My last two visits were completely a waste of my time and money. So I have no such example to give you. ,"They're out for themselves. Whatever brings in the money to pay off their student loans is what matters, especially the kickbacks from pharmaceuticals . The American people are just cattle strolling into their butcher shop."
I don't understand the question.  You are going to have to rephrase the question because I'm not too savy on the subject.,Nothing makes me more anxious the. To find out that something is wrong with me and I can't overcome it,"I am not aware of the topic, I may need a lighter version so I can convey myself better.  I am sorry but I do not understand the passage",I trust my primary care physician because he has been my physician for ten years and I will not have it any way.  He make sure I am good and whatever I problem I have he addresses the problem with the upmost reapect
I am fully capable of gathering the necessary information for my health concerns. That being said it is very difficult to obtain this information in today from doctors and nurses.,Getting bad information that may cost me a lot of money or affect my life in the future. Having to go on a medication or something that may hinder my lifestyle in any way. ,I have had jobs in the medical field and worked on improving my health a lot over time. I am also planning to go back to grad school for physical therapy and have had plenty of schooling in the health field. ,"I do not know my primary care doctor that well. I see him 1-2 times per year. He is very smart and knows what he is talking about, but that's not how I build trust with people."
"I feel that I have basic general understanding but I feel that I am talked to above what I understand often.  I try to ask questions but I usually remember more questions after I have left, or done more research online to better understand what I was told.",Just the general idea of going to the doctor makes me uneasy.  I do not know why I feel this way but it is always like this.  I even just make the appointment and I get super anxious.,I have been to the doctor many times with odd issues.  I feel that they are mainly taken care of with medicine I take daily.,I think my doctor is generally trustworthy.  I wonder sometimes with the things he says if he is pushing me to get on drugs because he wants to write RX for those types of drugs.
I'm old enough to make my own decisions. I'm also old enough to know what I need to know about my medical history ,Needles needles and more needles I do not like the feeling. I do not looking at one it makes me crunches,In a few sentences please describe an experiment in your life that demos that your knowledge of health ,I trust my physician because I know that she know what's she is doing. She handles it very carefully and has respect
Some things don't understand they are confusing to understand what they are saying to you about what's going on with your body,Never they are confuse me know when you're done and best of care they can give you to make you better ,No every woman gets breast cancer just depends on the family genes and make up of your family members DNA ,Not always the case for your on good  to make you better in the long run it so much better life.....
I feel that if needed I can do this. It would be no problem,I just dont want to get any bad news,No experiences ,I trust them because obviously they must be doing something right to be in business
"It depends on the condition. For instance when I have a cold, medical care is easier to understand than when I am being seen for my thyroid.",The wait time.,My son was exhibiting signs of hypothyroidism. Because I have this condition it was likely he did also.,"I had a 3 month cough, I was told it would get better on its own."
"I usually understand everything that is in a medical document that I must review, understand and sign. However, occasionally I am in a situation (such as when I was diagnosed with prostate cancer where I did not totally understand some of the information I read or that was explained to me by the physician). In cases like these sometimes my wife does a better job of explaining the issue to me in clear terms that I understand. However, in general I usually am able to comprehend everything that is being discussed with me in the doctor's office.","Because I have a physician's assistant who is in our family I can usually get a good take on what is wrong with me. However, when something major happens such as the prostate cancer I went through and still must be checked on a periodic basis ... I admit I feel a little anxious and worried before the visit is over. Once I get the all clear signal I am back to normal. I usually do not sweat over it until the day of the visit.","After I had prostate cancer surgery and was in the process of recovering, I developed lympidemia in my left leg. For a large portion of my life I had been in excellent physical condition. As a result I knew that if after recovery I stayed active there was a very good chance that my swelling go down and stay down with regular exercise. This knowledge was gained through several sources including my doctors and previous trainers.","My primary care physician belongs to a practice which both myself, my wife and several of our friends have been patients in for many years. They have great reputations in the community. Additionally, my physician has excellent bedside manners, is very easy to talk to and always asks if there is anything that they can do better during the course of my visits. My primary care physician makes me feel comfortable and secure in knowing that they are giving the best attention possible."
I'm very confident in making my own health decisions . I've studied A numerous amount of health things like training apps. I also ask questions for anything I don't understand ,"The possibility if having to get my cervix checked , I'm pregnant , I hate cervical exams They suck !","My Oldest daughter had asthma , the peramedics kept telling me she wasn't , but with my history of asthma and little of medical knowledge , I was able to keep her stable long enough to get her to the er","I've had the same Doctor for about 15 years and she's never steered me wrong , she's always had my best interest at heart . She is Really good at her job and it's not JUST A job to her"
"I have a graduate degree. Although I have never had any medical training, I am familiar with the meanings of many medical terms. I have also studied Latin, and learned the Latin derivation of many terms. I once volunteered in a medical clinic, and learned terminology from a doctor there. He encourage me to go to medical school.","Mostly, it is the fear of the unknown. I have high blood sugar, and I am always concerned that my doctor might tell me that I am a diabetic. That would be very traumatic for me. This relates to my weight, and I worry what my doctor's scale will show for that.","I had never had a urinary tract infection, but I began having unusual symptoms on urination. When I went to the doctor, I suspected that he might test my urine for evidence of infection. He did.","I have certain things in common with my primary care physician. He routinely vacations in an area I am familiar with. My doctor speaks English, and there are no cultural barriers between us. He has a good sense of humor and is, generally speaking, a very nice man. I like him as a person, and I trust his judgment. "
"I feel I have the greatest ability to obtain , process and understand basic health information and services to make appropriate health decisions in regards to my own health. ",Most anxious and worried that the doctor will give me the worst news possibly. Scary to not know what is going on in your own body. ,"My friend described to me their pain and how it radiated from their backs to chest and arm would go numb, and from my own previous experience, i told them it was a gallbladder attack and to immediately get checked. they had it removed that week. ","I've known too many doctors to do things in a rush. I wish they would of sat and had  a conversation with me, instead of telling me what needed to be done, cause some things aren't actually necessary. "
I am very capable to understand the information given me and when unsure I know mostly where to go to get the information needed to make any decisions I need at the time,Sometimes I get anxious before going to the Doctor wondering if she will find something wrong with me that needs more attention,I fell through a ceiling at work and broke all ther bones in my face and spent a few days in the hospital,My doctor has always been very open and honest with me and she has not had an issue telling me how she feels in regards to my own health and well being.
I am very capable of going to doctor visits on my own and ask any questions that need to be asked if anything would be wrong without any help of any kind,about what he would find if anything and what the treatment would entail how it woud effect everyone basically just worry for no reason,I don't have any issues but did have a false positive screening for a mammogram which was proven to be wrong,he has always been honest about everything I have asked or had concerns about responsed to all my needs and truly cares about the welfare of me
It it not the hard nowadays to understand medical advice or diagnosis. This is due to th wide ranging information available on the internet,I don't feel worried about the doctor because I feel the worst is over now ill get some medicine to feel better,In boy scouts we had to learn and demonstrate first aid. I learned all the basics. Also in health class at school.,I trust doctors because they are extremely knowledgeable but they can make mistakes because they work in a fast pace high stress environment
I feel 100% confident I can get the information and services I need since I grew up always fending for myself and when I didn't know something I'd goto the library and figure out myself or look it up online. I have no problem asking for help or more information if I can't figure it out for myself.,"Nothing, I've never felt discomfort or anxious when going to the doctor. Worrying about something I can't change is pointless and just adds further stress to my body so I keep myself calm and take the punches as they come.",My friend was having trouble breathing and I've had experiences with a family member that had panic attacks. I told him that what he was experiencing was likely a panic attack and to calm down and breath.,My doctor has on multiple occasions spent more time with me than she had to to make sure I'm content or that she figures out what proper course of action is. If she doesn't know something she tells me and then seeks out other sources of information to help her make an informed decision.
"if i need assistance i will ask to explain it in terms i can understand, most of the time i can understand what is going on with my body",i would like to know what problems that linger because of my age and history and when i worry i don't like it because i fear it is more dangerouse than what it really is,"through the course of years learned alot terns and experiences in just speaking with different doctors and people there isn't too many medical issues, the only issues is the cost","the dr i have i had for years and so far hasn't given me a problem, had 3 different operations and no problems, to me even with the recommendation of a specialist, had no problems "
I believe I am able to understand the health information I need to to make appropriate decisions. I can read well and have an educational background in health sciences. I also know how to use the Internet to look up information.,I get most worried about the doctor not being able to find a diagnosis for what is wrong with me. I have had some health problems in the past that I have had a hard time finding a diagnosis for. This means more waiting and more doctor's visits in the future.,"I was able to have an intelligent conversation with my doctor about my thyroid levels. I had already been to doctors for the problem before and had had them explained to me briefly, so I already knew something about the subject.",My primary care physician has always behaved very professionally with me. He is open to answering my questions and will explain things to me when necessary. I know he has had years of schooling and he is very knowledgeable.
I'm a registered nurse so it's not too difficult to understand medical information in order to make decisions regarding my career,They may find something wrong with me. The wait may be too long and too many sick people around. I feel anxious if my initial blood pressure number is too high due to weight gain sometimes,My niece was taking a medication for hypertension. Hey eyes turned yellow after a few days. I thought she had some biliary blockage and took her to the doctor. Unfortunately we found out she had cancer of the biliary tract,Sometimes doctors does not explore all the options available and they sometimes treat people differently because of race or status
I feel that I understand what the Doctor is telling me and if I am  not sure I will have the Doctor explain everything that I understand what he is telling and also use their web site where I use my chart to help me keep track of everything I need.,I must have read the question wrong because I do not feel any of those emotions. I just simply made a mistake when I read the question. I feel very confident with my family Doctor. I do believe I read the question properly because I do not feel any of the emotions listed So I went back to reread the question and I did read it properly. ,I had passed out when I was riding a segwa when I hit a bump and hit my head. I was a little dizzy and a paramedic wanted me to go to the hospital for a possible concussion I refused because I had no idea what hospital took my insurance he also took my pulse and heart rate had me wait until vitials where close to normal and I drove home with a head ache or so I thought. I work up the next morning and felt extremely lightheaded so I called off of work. The next thing I remember was when I came to 4 hours had past so I called my son to take me to the hospital because something was wrong.,Because of the way the Doctor thoroughly explains to me so I can understand what he is saying and he takes his time with me and answers all my questions and concerns
"I feel I have the ability to understand all information given to me. I do feel there is a small barrier between me and direct information from the doctor, because they can be tricky to get ahold of sometimes.","I get anxious going to the doctor because I don't know what they will say or have me do, and I don't know if I will be able to explain my problem well enough for them to understand.","I went to the doctor to get an IUD. While I was there, my doctor asked me if I knew the possible side affects relating to my period, and I was able to tell her what they were.",I trust doctors because they have a lot of medical knowledge. Their assessments and recommendations usually work for me. I've never had a serious problem with a doctor that would make me lose faith in them.
"I feel like my capacity to obtain, process and understand basic health information is generally very good. I feel I can advocate for myself and make sure I understand all my options before making decisions. ",I worry a little that they might find something wrong. More than that I worry about having to make choices and advocate to get the treatment I want. ,Being pregnant with twins gave me multiple opportunities to demonstrate my knowledge of health and medical issues. I had to ask lots of questions and advocate for what I knew was best for me. ,I generally trust that my doctor is trustworthy however during my pregnancy I did feel that I wasn't always presented with all the information or options due to her preconceived notions about my twin pregnancy and age. 
"I think I generally have the capacity I need. I had a traumatic experience last year that required profession mental health care, though, and at that time I was struggling to obtain the government assistance I was eligible for. It was too difficult at that time for me to keep on top of all the forms they kept sending me - I became overwhelmed and gave up even though I was eligible and really needed help.",That I'll get sick from being around so many sick people.,"For breakfast I ate a ba and oatmeal with dried cherries, raisins, apple chunks, cinmon, sunflower seeds, and peanut butter. For lunch I ate veggie stir fry with quinoa. For dinner I had white rice and black beans with diced tomato, cilantro, avocado, and cheese (which isn't the healthiest choice but damn if it doesn't taste good).","I haven't had a primary care doctor for years because I'm poor and couldn't afford to go to doctors, but I did go to the emergency room a few years ago and that doctor totally ripped me off. I had a sty bleeding wound on my eyebrow. The doctor glued it back together, gave me 2 Tylenols, and a tetanus shot. All of that cost almost $2000. You can explain it to me a million ways but there's no way those actions cost $2000. It took the doctor 5 minutes and the bill said that the ""physician fee"" or whatever it was called was $800. They charged me $10 a piece for the 2 Tylenols. All some of these medical people care about is money. It may have once been a noble profession but now they're just as crassly capitalistic as any other big business in this country."
I am completely capable to obtain process and understand basic health information and services needed to make appropriate health decisions ,I don't worry or feel especially anxious When visiting the doctor.  I feel just fine visiting the doctor ,I had a mammogram and followed up with an ultrasound and biopsy.  I knew what the procedure entailed what to expect and how to follow up with future visits ,My doctor has always been proactive in my care and scheduled any tests that I may need. I would recommend my doctor to all my friends and family 
